dataset	degree_assort_best_users	degree_assort_worst_users	average_clustering_coef_dot_best_users	average_clustering_coef_dot_worst_users
26	-0.03478423283712142	-0.04482272066007228	0.06330998442291678	0.03249322072782776
27	-0.07345174893543888	-0.10926839944969902	0.060038113618251544	0.03326083433943868
28	-0.03694511569207453	-0.01651149455422295	0.05205975802604531	0.031005415100441087
29	-0.07585196232370359	-0.10807592439198868	0.061752188611389876	0.026775044177492758
30	-0.04113863805724785	0.010113789654322101	0.06376531617438339	0.03498371674925098
31	-0.018276960499133646	-0.0601798980635486	0.055276192301336964	0.025235802410682313
32	-0.07148024209900744	-0.04679537462269015	0.0580820678495461	0.03290631421879937
33	-0.03929059050330516	0.1865475236518142	0.059615000340067274	0.027204607309749534
34	-0.11836421634846425	-0.10850101811607112	0.04329338669756716	0.02457748473525241
35	-0.08954302704094039	-0.11528566373277419	0.05899448209658022	0.03237888835528028
36	-0.005936330147429997	-0.06636058453128632	0.06123831118630517	0.03840491710023332
37	-0.010788594945988049	-0.026281101597687692	0.05326566165869678	0.03812196476907538
38	-0.05189506849338202	-0.124829706310599	0.051968790427222175	0.020541885824928777
39	-0.054105935988230894	-0.05463792488191874	0.05798026534536371	0.030526214920519948
40	-0.03656860245223109	-0.12905731463717804	0.05832433998919289	0.047011616469514905
41	-0.084297965896164	0.01621314317958899	0.052674442367434605	0.02724369169794348
42	0.004720160309133965	-0.10257571378839579	0.0587342037823007	0.025665755791664094
43	-0.02074130402541342	-0.12326741166253832	0.059905022746509246	0.03329765155400205
44	-0.030067628077063542	-0.01398406082592526	0.05538705405050059	0.025966986031268558
45	-0.11109321469186621	-0.08254759950939763	0.06118500965859544	0.03422878045750229
46	-0.02507867130308927	0.06663097826806014	0.059178355744876926	0.026165365215636345
47	-0.06409091767603149	-0.07412537255485771	0.04352437719513822	0.027889513988921272
48	-0.05577752296249387	-0.09870247058437884	0.10284147881063747	0.05174905186753238
49	-0.022988417057522123	0.012190931945683072	0.07872414878522987	0.03766189275304589
50	0.06040184987513443	-0.04566626851549402	0.06168207606396696	0.03896267447477326
51	-0.13087315632168461	-0.1568931261983338	0.045592596883350725	0.027037874481776334
52	-0.07711788633199944	0.10234732218308618	0.06157740578477806	0.026875639476484275
53	0.01537217240020449	0.024812007774401276	0.06710304248124806	0.04030675434468179
54	0.03296622009899554	-0.03731403160211099	0.059935197917015605	0.02327545002319861
55	-0.05810086671713543	-0.13406551781329296	0.05881124205866685	0.03924815809000036
56	-0.031696070694149946	0.0019285243690775082	0.05759960489134734	0.03685514655300494
57	-0.02841678293668935	0.03998883249485799	0.057156725697002024	0.03239742331551847
58	-0.009164616114071487	-0.020105429062926262	0.05090890899032147	0.028288629135792467
59	-0.03331054959911152	0.012339058476636723	0.05557420695884736	0.028664877664251062
60	-0.009640597642490306	-0.13733474811071936	0.050052225466547605	0.03649756910839356
61	-0.08248911469207294	-0.08190330929153407	0.04536661546916999	0.023942269131134467
62	-0.04644712283169401	-0.2649366686555817	0.04944319932344157	0.025075779865638144
63	-0.0787547783645628	-0.11625608594762893	0.07043136795980356	0.040261073520512794
64	-0.049794497033006146	-0.044275103343762764	0.060892606507435595	0.03437169822191034
65	-0.06892042844038472	-0.0869313070273618	0.04954768223331981	0.024913205901562183
66	-0.032760912465474384	-0.1224506203863604	0.05866090709607734	0.0355327872367477
67	-0.017887710335454176	-0.06304517078958549	0.04972237783437495	0.03717853562115481
68	-0.057473996060488745	-0.13075484361464534	0.042494964889702835	0.030077590450795378
69	-0.0084751877316133	-0.14958414788194085	0.03965267509259883	0.023314738152368147
70	-0.03712478764987525	-0.023021396678821502	0.05336513243950279	0.02589097258583577
71	-0.026847776113463243	-0.11874986607799067	0.06216208094951838	0.03393756592342607
72	-0.08251035553641028	-0.10203611432448335	0.055015984704850786	0.02510557981807667
73	-0.06158239632932022	0.12236491798996366	0.0626874398910994	0.028430854698714893
74	-0.022130869577096715	0.014327251496593531	0.05046790668060381	0.03371458065738087
75	-0.030582658074192266	-0.08826708904279564	0.044345772771517536	0.024678978329298773
76	-0.052658529802305225	-0.12587793069397485	0.06761758406358245	0.03950450661025614
77	-0.02336857530230592	-0.0503731786619463	0.06497447014010714	0.0378662849761318
78	-0.008754885950356159	-0.061607309491133896	0.050098059527138646	0.029856661540357897
79	-0.04562993068081184	-0.021912613546466737	0.05100876949256805	0.027971574012984737
80	0.009280329577918951	-0.15180602578121563	0.05175977943589259	0.03196176825671656
81	-0.025113889629717667	-0.18304104635077184	0.05916706274746697	0.03584783836825169
82	-0.038530936704812974	0.044345938111973765	0.05147260123006454	0.027556108011893562
83	-0.046573902103106954	0.095090612867931	0.05916993152095489	0.03398784230434118
84	-0.01303296918190295	-0.036047940920660666	0.062162124334047726	0.03889138528591277
85	-0.07063564225841916	-0.0020113681253399185	0.0525279987563808	0.02147850920506329
86	-0.054585880238761736	0.0017724918058249287	0.058467387340745594	0.02978349395997353
87	-0.03815771656470697	0.03775367617547924	0.05718583747320304	0.0290340710041875
88	-0.0221244919585228	-0.18181338678172626	0.05109541664439502	0.02998892486252053
89	-0.024237241346942513	-0.058072365865239096	0.04700861989351477	0.025576757032848136
90	-0.062116096124474	0.036559765851921125	0.05478285206517142	0.03079363366822506
91	-0.057746107828061735	-0.13165365141520602	0.05462453179984668	0.031878816345404376
92	0.006062954053869399	-0.05571790424847682	0.049264530788341254	0.029294950285335755
93	-0.032122247918083185	0.012524857042761548	0.05598194994449394	0.0315241225762258
94	0.0017881619577471393	0.017066090173191786	0.05495506061012358	0.033342885420454924
95	-0.1168889892793051	0.002437236067723461	0.045737065373822085	0.028920965555931398
96	-0.06832545868882788	-0.06835025050081889	0.05912858169849824	0.034452948632870115
97	0.017580749574322985	0.002097390637706681	0.067026872269576	0.04107995656003358
98	-0.00233003065251717	-0.04685385502950379	0.04854583889758206	0.03378567759602842
99	-0.10284117956407271	0.014337069428262331	0.05218661673375628	0.028921772560314567
100	-0.026103912800209027	0.05748352192098692	0.055756042260233285	0.03173535022642103
101	0.028759268565256818	-0.09623196939441189	0.04918884825408924	0.02015453040927782
102	0.049245076903901924	-0.1851872044968039	0.05549086773754592	0.031410025341145995
103	-0.014034052466061457	0.08673776170195409	0.05896131647027153	0.038008785020315954
104	-0.003698268986561444	0.04006960102280225	0.058725047664861495	0.04554610574300501
105	-0.01153395953527568	0.1158720020288072	0.046319616268005466	0.024899768079814075
106	-0.030372704099914938	0.0811954490624884	0.056851352492310374	0.029581034717428158
107	-0.04889836831941574	0.09798961736017317	0.04837645438888991	0.03230926788229045
108	-0.09134023306511926	-0.10600741564361355	0.045036329966902294	0.032109493425737844
109	-0.0844575254425199	-0.011168461833192839	0.049687060132422516	0.02575955946910533
110	-0.015371868119870685	-0.08297480693762077	0.060014553000183386	0.029809673256095646
111	0.003970632261260204	0.010257345668067519	0.05651812643336417	0.03174089629535258
112	-0.08093701853416642	-0.1946369155737751	0.04759115358868909	0.032182314249529435
113	0.012075834077147359	-0.09130681817408824	0.05780650629899549	0.031337650303542214
114	-0.08566886348429462	-0.11556527251763127	0.056144722691572585	0.03701457893071777
115	-0.0836163168531934	-0.08346880147182982	0.047187793165520124	0.026159066626358734
116	-0.071335198973844	-0.12826436020936588	0.053658645138022994	0.029359672434242305
117	-0.12836691585954113	-0.044748193142093926	0.06086233135554044	0.042919931469137126
118	-0.05387026328124716	-0.029324149501752488	0.06857284252267569	0.03909290574537331
119	-0.05216161434935554	-0.13753235841779668	0.049028352621792	0.029417000634958515
120	-0.06351744139208089	-0.20094243107918922	0.05470555102926764	0.02586854218918154
121	0.07850880133532082	-0.10937024331889579	0.06526560703082411	0.04338751105492142
122	-0.08218027473568842	-0.08095269721348584	0.046232328114516684	0.026296751570440806
123	-0.015630053924706653	-0.049168743643523236	0.054392128003166305	0.03244176187515456
124	-0.11611328543665088	-0.07328621978714149	0.05286897878519558	0.030520517288565044
125	-0.07681634074666863	-0.11146715845758533	0.05314348767918435	0.03945931180011916
126	-0.08349396575097395	-0.04335941668809187	0.04586441075901048	0.028856512958209252
127	-0.07595304119781222	-0.12338246902363512	0.04978822155113311	0.027729128612671534
128	-0.007531147657890131	-0.1582998870497401	0.06032789401337439	0.032845466807960466
129	-0.03154802903725921	0.09267748503284505	0.05258601131766263	0.03274421152283457
130	-0.03840937103822699	-0.24032694491238638	0.049157925151521696	0.023928035482796407
131	-0.08305671772189746	0.004729653799079097	0.05897158799793432	0.039565578938184486
132	0.002913299726682368	-0.06285558677933488	0.04885550262718873	0.03162973312927899
133	-0.06013429744507991	-0.15278732204405426	0.04559340922497962	0.025815148328825463
134	-0.07566073111897262	-0.019582150951207626	0.05411232419904396	0.02551803118345661
135	-0.0664169635756485	-0.1636822648642303	0.05518379484570432	0.03415132102121871
136	-0.04692068569250559	-0.1539470460131508	0.0451970955884351	0.028708163185553814
137	-0.06878513956468059	0.2657526388884165	0.05064069025059587	0.02715088059118559
138	-0.063344563131828	-0.10466639648727377	0.04624318884502229	0.0306837395138285
139	-0.11950987276715563	-0.028464044486028357	0.05826482927787596	0.0300834063193447
140	-0.09343860345584538	-0.2119695989889409	0.046380052930936486	0.02440538243923461
141	-0.04893200359588743	-0.060868564953319514	0.05131717203794535	0.025464199868814943
142	-0.07435947543738568	-0.029656319715946934	0.04743201844179096	0.02643234392405859
143	-0.07849802053343018	-0.12041952411669987	0.04403979675721919	0.02225735047533181
144	0.020864060072273028	0.09782701302014467	0.056470224900445565	0.023656302985847984
145	-0.04932977727530751	-0.02745826319744579	0.058087482085097134	0.030991559328578343
146	-0.04491040809978773	0.0038522528224950517	0.051514810974970356	0.030714840228614836
147	-0.01301877335720417	0.036971663024041077	0.04545858199796328	0.02394779946194861
148	-0.0024307199195947255	-0.22299715981868415	0.05010222000786734	0.029955590022996623
149	-0.04197605120977551	-0.030248193815134113	0.05582562075451768	0.03030989519311355
150	-0.10309444129407494	-0.02487802117279684	0.045212406546793225	0.02737125136852037
151	-0.062370162441046144	-0.16681897151152317	0.050666922402782553	0.027167773059840045
152	-0.049806136559520986	-0.022854280359305007	0.04592847127579739	0.026908920223678346
153	-0.08578799477244474	-0.0820913237195692	0.04064086199232477	0.02375346094904354
154	-0.10710115243226082	-0.1367855305741604	0.03219900929917564	0.02093442327018595
155	-0.10347278822438813	-0.11688568708669694	0.034932326296287716	0.0214428680441278
156	-0.09147889629031769	0.03132855894892976	0.03977312884557698	0.023640401162760245
157	-0.06985696331415898	-0.11854852137916227	0.03582258561762564	0.02413569383625056
158	-0.09127753057488412	-0.19920148200591026	0.03542482011118339	0.023411873564165596
159	-0.06344007208877131	-0.25121290766861987	0.047262779474463994	0.018148967209187083
160	-0.021232309553978312	-0.08392848775356207	0.054917792744500024	0.029349565488937263
161	-0.07427746480107486	-0.21605167004442533	0.04114392921122636	0.021894490785052057
162	-0.09317085913601	-0.14296764228135395	0.04518998006337521	0.02322927354845906
163	0.028509840542410084	-0.013706601773139992	0.06430989658453805	0.041648572790655924
164	0.051680891834911924	0.034228157161309704	0.05958458923178098	0.03418532270690129
165	-0.04335298177512916	-0.05901734716549928	0.04278264442205775	0.0294332304702494
166	-0.043333110500994046	-0.07588399480283087	0.06327178477243411	0.03314304527982341
167	-0.02497393496744686	-0.028106483755464533	0.05604310522370398	0.038048679292995505
168	0.06913494479447689	0.15850212013198972	0.05044906006235905	0.025276848973367086
169	0.04666927901246838	-0.007709508549340244	0.047124749770932235	0.023550442389651153
170	-0.02975161768444659	-0.017198296108332987	0.05678411723183982	0.03423724320208903
171	-0.07193705218028577	-0.07332671129554298	0.053000216458153865	0.02782011211648325
172	-0.07722458948197358	-0.09219020598405865	0.048052067632974683	0.027874935046750024
173	-0.06748168856900463	0.10320944931158194	0.051123803935066256	0.029188885190043215
174	-0.07843201838983715	-0.14226844400244593	0.05162648074777106	0.03235298856400762
175	-0.051335028726181946	-0.27155565849334296	0.04659532882125251	0.023354239160918795
176	-0.04677971425332359	0.08792400892375882	0.06191365754792094	0.03743138459885304
