dataset	degree_assort_best_users	degree_assort_worst_users	average_clustering_coef_dot_best_users	average_clustering_coef_dot_worst_users
121	-0.044211414988071844	0.09258998928883135	0.05073877967908232	0.038293842438170814
122	-0.14570592500377266	-0.011457720762598532	0.03432167620497733	0.0328720824366051
123	-0.12120902238150187	-0.007846374653227347	0.0459449972326555	0.028697976285937052
124	-0.08597050872754142	-0.061820577929342396	0.037092170588732924	0.036889384325219564
125	-0.09964373179203069	-0.08423770316268503	0.04551875643491618	0.045903849123637014
126	-0.09407743172807582	-0.0335478530109348	0.03292894456039496	0.03190199483087427
127	-0.1301043685201183	-0.07704512205972167	0.030327285102474455	0.03328822913904819
128	-0.07998117182545528	-0.01612412336132668	0.05084789132890366	0.03200438228170728
129	-0.07739227999643984	0.033435015694760456	0.03563108628985935	0.03360419943449433
130	-0.0906414593789284	0.07099970903342527	0.03882535032513888	0.02594108261620077
131	-0.02613261588035104	0.06602462107879907	0.044980227114076204	0.029738805698794335
132	-0.06861255718237166	-0.04309406770366006	0.038576177799333165	0.03643240928322219
133	-0.1111308445133788	-0.08984138404475848	0.036728476456523496	0.026348618523282897
134	-0.10792728532395067	-0.02328326190348047	0.04135834306400442	0.022272706390672838
135	-0.07028180018168853	0.1048270987031493	0.0554056757021978	0.028107239013393102
136	-0.1317088308603719	-0.014910243511823452	0.03412203177700795	0.029859883830251635
137	-0.05510317356510999	0.054573077953736296	0.04619453350900055	0.021780925874930437
138	-0.05781686290723541	0.007247972084300795	0.03673071429638225	0.029200505442006107
139	-0.1044058281175516	0.003996205372824339	0.0535266134387896	0.02277123331761682
140	-0.09850822965108821	0.03617641774420455	0.038250279427862445	0.02060083475397191
141	-0.05611310506845566	0.030789547575933246	0.04676786473960351	0.023267326768525817
142	-0.05597706819462625	-0.0018199653044694343	0.03798170474995941	0.03307577104917412
143	-0.10753333778219057	0.0649494339932424	0.03624069729042616	0.018975861308415908
144	-0.1244291602425985	0.0528416640443701	0.0470850990384282	0.022974802689187345
145	-0.10194410157179364	0.039550617671975145	0.04215522516350926	0.033596989162023
146	-0.02454667701950534	-0.05503769359627954	0.038036460764814255	0.036904446499216426
147	-0.045561558957248595	0.004481532070063861	0.037895130183415796	0.02440029173596954
148	-0.07018260042350333	-0.016459361378114448	0.04720370344447545	0.023938062148998317
149	-0.0867059887826433	0.02295011657100408	0.03798250232630949	0.03720614369571433
150	-0.0747045118371806	-0.034182752986328155	0.032313374735879176	0.027772986762618284
151	-0.14798666684760953	0.055808898855677413	0.03596169468914466	0.023844998725370832
152	-0.05738845664709036	-0.04059946282033298	0.03393806992570073	0.030615205412169465
153	-0.09592011126344797	-0.02518282072404618	0.03630421402230977	0.02128684912442503
154	-0.1565886079905313	-0.10967683321473184	0.02604047564999725	0.021049563995415962
155	-0.13779628888273532	-0.05436834281687694	0.025201267570268762	0.02156555480818892
156	-0.11093323583279605	-0.0839426809720571	0.02869368653285955	0.02501465021386171
157	-0.10214722305426271	-0.1771850945398983	0.030604316843531182	0.0209315192439605
158	-0.1336846426473175	-0.05560637975627568	0.027015234618663106	0.02431435571556259
159	-0.0853545811592482	-0.1332242889090229	0.028986245630108657	0.0273860076490636
160	-0.11634184904680468	-0.03585424565623977	0.0319077900495512	0.03086614550189631
161	-0.17088638848572607	-0.044234265167361744	0.027784940279481446	0.025437438674713386
162	-0.12505710169360656	0.017452056265643705	0.04076132275443217	0.021102470460975645
163	-0.003577723181856497	0.055415518253408486	0.04563281741693048	0.03469950854630604
164	0.004116775883274351	0.003819939130151492	0.04347069490270089	0.04237794951986245
165	-0.1129485456467974	-0.05846028775852964	0.03182499323698566	0.025733116643403723
166	-0.004209168066973355	0.001275334163928514	0.04872117514292949	0.03549575533252774
167	-0.06780160918626306	0.028136708829687575	0.04236891323492949	0.034271174337044144
168	-0.061209839691331466	0.00967909093285746	0.041503800009131286	0.024631116143936746
169	-0.07420100643710514	-0.04658899139776067	0.03796529230337767	0.02770341422906559
170	-0.030321360962994873	-0.011749488519194858	0.04255878830278256	0.030739972375862665
171	-0.09130627800326227	-0.021342036307293855	0.03686489851590617	0.027006184017522014
172	-0.11348150978653536	-0.0607662635801479	0.035223182384987756	0.027839261524916392
173	-0.0930920915305492	-0.05654381214609405	0.03890718605682347	0.03623038454436274
174	-0.0851083608971472	0.167078401495698	0.04498235654504548	0.028365765235425996
175	-0.13007787871750892	0.043930287868967424	0.03420261202499273	0.024688213147327345
176	-0.08670573776280477	-0.05349316630695239	0.05395720617087183	0.023750869664057414
